artifact_type,file_name,extension,size_bytes,path
checkpoint,final_hierarchical_ppo_train_250000.zip,.zip,409092,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/checkpoints/final_hierarchical_ppo_train_250000.zip
checkpoint,final_ppo_train_250000.pt,.pt,128333,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/checkpoints/final_ppo_train_250000.pt
checkpoint,final_ppo_train_250000.zip,.zip,400364,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/checkpoints/final_ppo_train_250000.zip
checkpoint,hierarchical_ppo_no_action6_comparison.zip,.zip,409092,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/checkpoints/hierarchical_ppo_no_action6_comparison.zip
checkpoint,ppo_raw_no_action6.zip,.zip,400364,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/checkpoints/ppo_raw_no_action6.zip
csv_log,a2c_deep_train_steps_train_250000.csv,.csv,769,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/a2c_deep_train_steps_train_250000.csv
csv_log,a2c_eval_episodes_step_100000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/a2c_eval_episodes_step_100000_train_250000.csv
csv_log,a2c_eval_episodes_step_125000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/a2c_eval_episodes_step_125000_train_250000.csv
csv_log,a2c_eval_episodes_step_150000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/a2c_eval_episodes_step_150000_train_250000.csv
csv_log,a2c_eval_episodes_step_175000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/a2c_eval_episodes_step_175000_train_250000.csv
csv_log,a2c_eval_episodes_step_200000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/a2c_eval_episodes_step_200000_train_250000.csv
csv_log,a2c_eval_episodes_step_225000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/a2c_eval_episodes_step_225000_train_250000.csv
csv_log,a2c_eval_episodes_step_250000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/a2c_eval_episodes_step_250000_train_250000.csv
csv_log,a2c_eval_episodes_step_25000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/a2c_eval_episodes_step_25000_train_250000.csv
csv_log,a2c_eval_episodes_step_50000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/a2c_eval_episodes_step_50000_train_250000.csv
csv_log,a2c_eval_episodes_step_75000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/a2c_eval_episodes_step_75000_train_250000.csv
csv_log,comparison_dueling_double_dqn_train.csv,.csv,58327,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/comparison_dueling_double_dqn_train.csv
csv_log,dueling_double_dqn_deep_train_steps_train_250000.csv,.csv,919,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/dueling_double_dqn_deep_train_steps_train_250000.csv
csv_log,dueling_double_dqn_eval_episodes_step_100000_train_250000.csv,.csv,396,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/dueling_double_dqn_eval_episodes_step_100000_train_250000.csv
csv_log,dueling_double_dqn_eval_episodes_step_125000_train_250000.csv,.csv,396,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/dueling_double_dqn_eval_episodes_step_125000_train_250000.csv
csv_log,dueling_double_dqn_eval_episodes_step_150000_train_250000.csv,.csv,396,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/dueling_double_dqn_eval_episodes_step_150000_train_250000.csv
csv_log,dueling_double_dqn_eval_episodes_step_175000_train_250000.csv,.csv,396,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/dueling_double_dqn_eval_episodes_step_175000_train_250000.csv
csv_log,dueling_double_dqn_eval_episodes_step_200000_train_250000.csv,.csv,396,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/dueling_double_dqn_eval_episodes_step_200000_train_250000.csv
csv_log,dueling_double_dqn_eval_episodes_step_225000_train_250000.csv,.csv,396,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/dueling_double_dqn_eval_episodes_step_225000_train_250000.csv
csv_log,dueling_double_dqn_eval_episodes_step_250000_train_250000.csv,.csv,396,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/dueling_double_dqn_eval_episodes_step_250000_train_250000.csv
csv_log,dueling_double_dqn_eval_episodes_step_25000_train_250000.csv,.csv,396,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/dueling_double_dqn_eval_episodes_step_25000_train_250000.csv
csv_log,dueling_double_dqn_eval_episodes_step_50000_train_250000.csv,.csv,396,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/dueling_double_dqn_eval_episodes_step_50000_train_250000.csv
csv_log,dueling_double_dqn_eval_episodes_step_75000_train_250000.csv,.csv,396,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/dueling_double_dqn_eval_episodes_step_75000_train_250000.csv
csv_log,dueling_double_dqn_train_episodes_train_250000.csv,.csv,58327,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/dueling_double_dqn_train_episodes_train_250000.csv
csv_log,hierarchical_ppo_deep_train_steps_train_250000.csv,.csv,977,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/hierarchical_ppo_deep_train_steps_train_250000.csv
csv_log,hierarchical_ppo_eval_episodes_step_100000_train_250000.csv,.csv,385,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/hierarchical_ppo_eval_episodes_step_100000_train_250000.csv
csv_log,hierarchical_ppo_eval_episodes_step_125000_train_250000.csv,.csv,385,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/hierarchical_ppo_eval_episodes_step_125000_train_250000.csv
csv_log,hierarchical_ppo_eval_episodes_step_150000_train_250000.csv,.csv,385,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/hierarchical_ppo_eval_episodes_step_150000_train_250000.csv
csv_log,hierarchical_ppo_eval_episodes_step_175000_train_250000.csv,.csv,401,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/hierarchical_ppo_eval_episodes_step_175000_train_250000.csv
csv_log,hierarchical_ppo_eval_episodes_step_200000_train_250000.csv,.csv,470,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/hierarchical_ppo_eval_episodes_step_200000_train_250000.csv
csv_log,hierarchical_ppo_eval_episodes_step_225000_train_250000.csv,.csv,470,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/hierarchical_ppo_eval_episodes_step_225000_train_250000.csv
csv_log,hierarchical_ppo_eval_episodes_step_250000_train_250000.csv,.csv,471,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/hierarchical_ppo_eval_episodes_step_250000_train_250000.csv
csv_log,hierarchical_ppo_eval_episodes_step_25000_train_250000.csv,.csv,385,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/hierarchical_ppo_eval_episodes_step_25000_train_250000.csv
csv_log,hierarchical_ppo_eval_episodes_step_50000_train_250000.csv,.csv,385,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/hierarchical_ppo_eval_episodes_step_50000_train_250000.csv
csv_log,hierarchical_ppo_eval_episodes_step_75000_train_250000.csv,.csv,385,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/hierarchical_ppo_eval_episodes_step_75000_train_250000.csv
csv_log,hierarchical_ppo_eval_metrics_1500plus.csv,.csv,267,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/hierarchical_ppo_eval_metrics_1500plus.csv
csv_log,hierarchical_ppo_final_100ep_proof_1500plus.csv,.csv,10461,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/hierarchical_ppo_final_100ep_proof_1500plus.csv
csv_log,hierarchical_ppo_final_100ep_summary_1500plus.csv,.csv,183,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/hierarchical_ppo_final_100ep_summary_1500plus.csv
csv_log,lead_aim_no_action6_metrics.csv,.csv,907,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/lead_aim_no_action6_metrics.csv
csv_log,model_comparison_eval_metrics.csv,.csv,1280,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/model_comparison_eval_metrics.csv
csv_log,model_comparison_eval_metrics_train_250000.csv,.csv,1280,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/model_comparison_eval_metrics_train_250000.csv
csv_log,model_comparison_summary_clean_train_250000.csv,.csv,402,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/model_comparison_summary_clean_train_250000.csv
csv_log,ppo_deep_train_steps_train_250000.csv,.csv,769,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/ppo_deep_train_steps_train_250000.csv
csv_log,ppo_eval_episodes_step_100000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/ppo_eval_episodes_step_100000_train_250000.csv
csv_log,ppo_eval_episodes_step_125000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/ppo_eval_episodes_step_125000_train_250000.csv
csv_log,ppo_eval_episodes_step_150000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/ppo_eval_episodes_step_150000_train_250000.csv
csv_log,ppo_eval_episodes_step_175000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/ppo_eval_episodes_step_175000_train_250000.csv
csv_log,ppo_eval_episodes_step_200000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/ppo_eval_episodes_step_200000_train_250000.csv
csv_log,ppo_eval_episodes_step_225000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/ppo_eval_episodes_step_225000_train_250000.csv
csv_log,ppo_eval_episodes_step_250000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/ppo_eval_episodes_step_250000_train_250000.csv
csv_log,ppo_eval_episodes_step_25000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/ppo_eval_episodes_step_25000_train_250000.csv
csv_log,ppo_eval_episodes_step_50000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/ppo_eval_episodes_step_50000_train_250000.csv
csv_log,ppo_eval_episodes_step_75000_train_250000.csv,.csv,321,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/training_logs/ppo_eval_episodes_step_75000_train_250000.csv
output,comparison_a2c_3d_train_250000_seed888.mp4,.mp4,141197,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/outputs/comparison_a2c_3d_train_250000_seed888.mp4
output,comparison_dueling_double_dqn_3d_train_250000_seed888.mp4,.mp4,95480,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/outputs/comparison_dueling_double_dqn_3d_train_250000_seed888.mp4
output,comparison_hierarchical_ppo_3d_train_250000_seed888.mp4,.mp4,1870997,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/outputs/comparison_hierarchical_ppo_3d_train_250000_seed888.mp4
output,comparison_mean_fires.png,.png,54616,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/outputs/comparison_mean_fires.png
output,comparison_mean_hit_rate.png,.png,59440,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/outputs/comparison_mean_hit_rate.png
output,comparison_mean_score.png,.png,62702,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/outputs/comparison_mean_score.png
output,comparison_ppo_3d_train_250000_seed888.mp4,.mp4,84191,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/outputs/comparison_ppo_3d_train_250000_seed888.mp4
output,comparison_total_score.png,.png,70954,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/outputs/comparison_total_score.png
output,hierarchical_ppo_1500plus_success_rate.png,.png,65585,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/outputs/hierarchical_ppo_1500plus_success_rate.png
output,hierarchical_ppo_1500plus_training_scores.png,.png,76028,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/outputs/hierarchical_ppo_1500plus_training_scores.png
output,hierarchical_ppo_final_100ep_proof_1500plus.png,.png,68459,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/outputs/hierarchical_ppo_final_100ep_proof_1500plus.png
output,hierarchical_ppo_final_score_distribution_1500plus.png,.png,52447,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/outputs/hierarchical_ppo_final_score_distribution_1500plus.png
output,"hierarchical_ppo_gameplay_real_3d_train_(250, 0)_seed999.gif",.gif,1263761,"/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/outputs/hierarchical_ppo_gameplay_real_3d_train_(250, 0)_seed999.gif"
output,"hierarchical_ppo_gameplay_real_3d_train_(250, 0)_seed999.mp4",.mp4,1153706,"/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/outputs/hierarchical_ppo_gameplay_real_3d_train_(250, 0)_seed999.mp4"
output,"hierarchical_ppo_gameplay_topdown_train_(250, 0)_seed999.gif",.gif,1343066,"/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/outputs/hierarchical_ppo_gameplay_topdown_train_(250, 0)_seed999.gif"
output,"hierarchical_ppo_gameplay_topdown_train_(250, 0)_seed999.mp4",.mp4,534570,"/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/outputs/hierarchical_ppo_gameplay_topdown_train_(250, 0)_seed999.mp4"
output,lead_aim_no_action6_baseline_plot.png,.png,87196,/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/outputs/lead_aim_no_action6_baseline_plot.png
output,"lead_aim_no_action6_real_3d_train_(250, 0).mp4",.mp4,117975,"/mnt/c/Users/Waranon-021/Desktop/shooter_friend_v10_multi_budget_video_export_flags_fixed/outputs/lead_aim_no_action6_real_3d_train_(250, 0).mp4"
